"seqname","source","feature","start","end","score","strand","frame","gene_id","transcript_id","class_code","exon_number","gene_name","nearest_ref","oId","tss_id"
"chrX","Cufflinks","exon",21312210,21312727,".","-",".","XLOC_070706","TCONS_00186529","=",1,"Gm6938","ENSMUST00000123014.1","ENSMUST00000123014.1","TSS117297"
"chr14","Cufflinks","exon",77506779,77506868,".","-",".","XLOC_021526","TCONS_00054330","=",6,"Gm6994","ENSMUST00000088880.10","ENSMUST00000088880.10","TSS34751"
"chr14","Cufflinks","exon",79956466,79958726,".","+",".","XLOC_020177","TCONS_00051303","=",5,"Gm6999","ENSMUST00000180427.1","ENSMUST00000180427.1","TSS32684"
"chr10","Cufflinks","exon",70284235,70284510,".","-",".","XLOC_007683","TCONS_00020516","=",1,"Gm7097","ENSMUST00000161841.1","ENSMUST00000161841.1","TSS12603"
"chr1","Cufflinks","exon",105989226,105990252,".","-",".","XLOC_004032","TCONS_00010763","=",1,"Gm7160","ENSMUST00000185535.1","ENSMUST00000188519.1","TSS6567"
"chr19","Cufflinks","exon",33420534,33420642,".","-",".","XLOC_033078","TCONS_00082486","=",9,"Gm7237","ENSMUST00000148435.1","ENSMUST00000148435.1","TSS53104"
"chr6","Cufflinks","exon",117716342,117718868,".","+",".","XLOC_053570","TCONS_00139747","=",1,"Gm7292","ENSMUST00000194706.1","ENSMUST00000194706.1","TSS88707"
"chrX","Cufflinks","exon",30421801,30421911,".","+",".","XLOC_068948","TCONS_00182083","=",2,"Gm7437","ENSMUST00000156744.1","ENSMUST00000156744.1","TSS114724"
"chr6","Cufflinks","exon",142814231,142814549,".","+",".","XLOC_054002","TCONS_00140780","=",1,"Gm7457","ENSMUST00000100821.2","ENSMUST00000100821.2","TSS89355"
"chr8","Cufflinks","exon",4677539,4678365,".","-",".","XLOC_063450","TCONS_00167681","=",1,"Gm7461","ENSMUST00000058918.4","ENSMUST00000058918.4","TSS105556"
"chr5","Cufflinks","exon",76304876,76305527,".","+",".","XLOC_048629","TCONS_00125600","=",1,"Gm7467","ENSMUST00000185173.1","ENSMUST00000185173.1","TSS79937"
"chr5","Cufflinks","exon",119198597,119198654,".","-",".","XLOC_051207","TCONS_00133221","=",2,"Gm7538","ENSMUST00000200918.1","ENSMUST00000200918.1","TSS84622"
"chr1","Cufflinks","exon",16258712,16258861,".","+",".","XLOC_000305","TCONS_00000686","=",3,"Gm7568","ENSMUST00000161626.1","ENSMUST00000161626.1","TSS427"
"chr7","Cufflinks","exon",74555321,74561015,".","+",".","XLOC_057610","TCONS_00150651","u",1,"Gm7580","ENSMUST00000132826.1","CUFF.46820.3","TSS95311"
"chr5","Cufflinks","exon",32397763,32397908,".","-",".","XLOC_050208","TCONS_00130237","=",2,"Gm7596","ENSMUST00000201290.1","ENSMUST00000201290.1","TSS82798"
"chrX","Cufflinks","exon",38476461,38476610,".","+",".","XLOC_069033","TCONS_00182261","=",1,"Gm7598","ENSMUST00000130251.1","ENSMUST00000130251.1","TSS114846"
"chr9","Cufflinks","exon",59951771,59951843,".","+",".","XLOC_065911","TCONS_00173604","=",2,"Gm7616","ENSMUST00000143112.1","ENSMUST00000143112.1","TSS109389"
"chr9","Cufflinks","exon",109093844,109095832,".","-",".","XLOC_068388","TCONS_00180649","=",1,"Gm7628","ENSMUST00000134690.1","ENSMUST00000134690.1","TSS113850"
"chr5","Cufflinks","exon",43154748,43154842,".","-",".","XLOC_050313","TCONS_00130597","=",2,"Gm7854","ENSMUST00000187911.6","ENSMUST00000187409.2","TSS83028"
"chr6","Cufflinks","exon",48860329,48860607,".","+",".","XLOC_052518","TCONS_00136962","=",1,"Gm7932","ENSMUST00000205047.1","CUFF.42991.2","TSS87002"
"chr1","Cufflinks","exon",98597248,98597393,".","+",".","XLOC_001509","TCONS_00003996","=",2,"Gm7967","ENSMUST00000191409.6","ENSMUST00000191409.6","TSS2401"
"chr16","Cufflinks","exon",95031545,95031639,".","+",".","XLOC_025751","TCONS_00064163","=",3,"Gm7976","ENSMUST00000181507.1","ENSMUST00000181507.1","TSS41289"
"chr5","Cufflinks","exon",96921789,96921867,".","+",".","XLOC_048868","TCONS_00126286","=",2,"Gm8013","ENSMUST00000200139.1","ENSMUST00000200139.1","TSS80327"
"chr12","Cufflinks","exon",86170009,86170280,".","+",".","XLOC_013570","TCONS_00036523","=",2,"Gm805","ENSMUST00000181667.1","ENSMUST00000181667.1","TSS23035"
"chr5","Cufflinks","exon",137517385,137517501,".","+",".","XLOC_049561","TCONS_00128371","=",2,"Gm8066","ENSMUST00000197762.1","ENSMUST00000197762.1","TSS81642"
"chr13","Cufflinks","exon",99100706,99100825,".","+",".","XLOC_016873","TCONS_00043788","=",1,"Gm807","ENSMUST00000181742.1","ENSMUST00000181742.1","TSS27760"
"chr11","Cufflinks","exon",30292849,30293711,".","+",".","XLOC_008810","TCONS_00023575","o",2,"Gm8098","ENSMUST00000146985.1","CUFF.8052.1","TSS14562"
"chr1","Cufflinks","exon",76890472,76892677,".","-",".","XLOC_003764","TCONS_00010003","=",1,"Gm816","ENSMUST00000191156.1","ENSMUST00000191156.1","TSS6095"
"chr6","Cufflinks","exon",56581203,56581271,".","-",".","XLOC_054620","TCONS_00142668","=",1,"Gm8239","ENSMUST00000204094.1","ENSMUST00000204094.1","TSS90417"
"chr4","Cufflinks","exon",45723139,45723338,".","+",".","XLOC_043900","TCONS_00112229","=",3,"Gm829","ENSMUST00000123741.1","ENSMUST00000146622.7","TSS71550"
"chr4","Cufflinks","exon",95469050,95469246,".","-",".","XLOC_046572","TCONS_00119599","=",2,"Gm830","ENSMUST00000142458.2","ENSMUST00000142458.2","TSS76122"
"chr4","Cufflinks","exon",131492602,131492686,".","+",".","XLOC_045205","TCONS_00115509","=",5,"Gm831","ENSMUST00000149942.1","ENSMUST00000149942.1","TSS73666"
"chr4","Cufflinks","exon",152700122,152700515,".","+",".","XLOC_045598","TCONS_00116678","=",3,"Gm833","ENSMUST00000143133.1","ENSMUST00000143133.1","TSS74416"
"chr12","Cufflinks","exon",91684466,91685042,".","-",".","XLOC_014992","TCONS_00039731","=",1,"Gm8378","ENSMUST00000165070.1","ENSMUST00000167777.1","TSS25163"
"chr6","Cufflinks","exon",89216038,89216237,".","-",".","XLOC_055124","TCONS_00143884","=",3,"Gm839","ENSMUST00000079186.2","ENSMUST00000079186.2","TSS91196"
"chr6","Cufflinks","exon",3318774,3319916,".","+",".","XLOC_051792","TCONS_00135049","o",3,"Gm8579","ENSMUST00000201943.1","CUFF.41020.1","TSS85850"
"chr10","Cufflinks","exon",75937723,75938356,".","-",".","XLOC_007717","TCONS_00020680","=",1,"Gm867","ENSMUST00000059658.5","ENSMUST00000059658.5","TSS12710"
"chr15","Cufflinks","exon",38244425,38244976,".","-",".","XLOC_023456","TCONS_00058696","=",2,"Gm8705","ENSMUST00000180823.1","ENSMUST00000180823.1","TSS37683"
"chr13","Cufflinks","exon",50491615,50491741,".","-",".","XLOC_017892","TCONS_00045964","=",2,"Gm8739","ENSMUST00000185962.1","ENSMUST00000185962.1","TSS29162"
"chrX","Cufflinks","exon",167069136,167069202,".","-",".","XLOC_071921","TCONS_00189693","=",4,"Gm8817","ENSMUST00000133867.7","ENSMUST00000126769.7","TSS119187"
"chr1","Cufflinks","exon",71890692,71891204,".","+",".","XLOC_000960","TCONS_00002540","=",3,"Gm8883","ENSMUST00000189680.6","ENSMUST00000189680.6","TSS1495"
"chr5","Cufflinks","exon",12355592,12355787,".","-",".","XLOC_049949","TCONS_00129493","=",2,"Gm8953","ENSMUST00000198497.1","ENSMUST00000198497.1","TSS82348"
"chr19","Cufflinks","exon",33612707,33613970,".","-",".","XLOC_033081","TCONS_00082500","=",1,"Gm8978","ENSMUST00000124230.1","ENSMUST00000124230.1","TSS53107"
"chr16","Cufflinks","exon",60604766,60604970,".","+",".","XLOC_025475","TCONS_00063513","=",1,"Gm9017","ENSMUST00000160040.7","ENSMUST00000160040.7","TSS40882"
"chr5","Cufflinks","exon",96996206,96997364,".","-",".","XLOC_050900","TCONS_00132120","=",1,"Gm9484","ENSMUST00000195892.1","ENSMUST00000195892.1","TSS84007"
"chr1","Cufflinks","exon",155063447,155063858,".","-",".","XLOC_004563","TCONS_00012152","=",1,"Gm9530","ENSMUST00000181160.2","ENSMUST00000181160.2","TSS7487"
"chr16","Cufflinks","exon",59584493,59584504,".","+",".","XLOC_025473","TCONS_00063511","x",1,"Gm9581","ENSMUST00000172910.1","CUFF.21897.1","TSS40880"
"chr1","Cufflinks","exon",155973318,155974506,".","+",".","XLOC_002172","TCONS_00005407","=",1,"Gm9694","ENSMUST00000193347.1","ENSMUST00000193347.1","TSS3389"
"chr8","Cufflinks","exon",81015143,81015432,".","+",".","XLOC_062790","TCONS_00165925","=",1,"Gm9725","ENSMUST00000123595.7","ENSMUST00000209272.1","TSS104506"
"chr14","Cufflinks","exon",79769982,79770201,".","+",".","XLOC_020176","TCONS_00051302","=",1,"Gm9748","ENSMUST00000194881.1","ENSMUST00000193759.1","TSS32683"
"chr19","Cufflinks","exon",9136386,9136510,".","+",".","XLOC_031594","TCONS_00079156","=",2,"Gm9750","ENSMUST00000142025.1","ENSMUST00000142025.1","TSS50912"
"chr13","Cufflinks","exon",119476678,119476761,".","-",".","XLOC_018614","TCONS_00048132","=",2,"Gm9752","ENSMUST00000048965.4","ENSMUST00000048965.4","TSS30494"
"chr5","Cufflinks","exon",118067549,118067602,".","+",".","XLOC_049240","TCONS_00127372","=",2,"Gm9754","ENSMUST00000031305.3","ENSMUST00000031305.3","TSS80962"
"chr4","Cufflinks","exon",152006759,152009619,".","-",".","XLOC_047457","TCONS_00122395","=",1,"Gm9768","ENSMUST00000206007.1","ENSMUST00000206007.1","TSS77863"
"chr11","Cufflinks","exon",95696894,95699143,".","-",".","XLOC_011745","TCONS_00032092","=",1,"Gm9796","ENSMUST00000062249.2","ENSMUST00000062249.2","TSS20089"
"chr7","Cufflinks","exon",62206506,62206597,".","-",".","XLOC_060351","TCONS_00158574","j",20,"Gm9801","ENSMUST00000208965.1","CUFF.45610.1","TSS100170"
"chr13","Cufflinks","exon",98321203,98321458,".","+",".","XLOC_016865","TCONS_00043778","=",3,"Gm9828","ENSMUST00000062252.1","ENSMUST00000135572.1","TSS27749"
"chr1","Cufflinks","exon",32519563,32520999,".","-",".","XLOC_003168","TCONS_00008124","=",1,"Gm9839","ENSMUST00000195252.1","CUFF.164.1","TSS5000"
"chr12","Cufflinks","exon",27183232,27184656,".","+",".","XLOC_012817","TCONS_00034906","x",2,"Gm9866","ENSMUST00000182473.1","CUFF.9035.9","TSS21932"
"chr4","Cufflinks","exon",140320656,140323302,".","-",".","XLOC_047191","TCONS_00121635","=",1,"Gm9867","ENSMUST00000192212.1","ENSMUST00000192212.1","TSS77403"
"chr5","Cufflinks","exon",72912587,72914942,".","-",".","XLOC_050626","TCONS_00131444","=",1,"Gm9870","ENSMUST00000201161.1","ENSMUST00000201161.1","TSS83577"
"chr6","Cufflinks","exon",101795869,101796332,".","+",".","XLOC_053343","TCONS_00139067","j",4,"Gm9871","ENSMUST00000204837.2","CUFF.43952.2","TSS88285"
"chr2","Cufflinks","exon",169020270,169021366,".","+",".","XLOC_036360","TCONS_00090706","=",1,"Gm9873","ENSMUST00000180562.1","ENSMUST00000063891.1","TSS58470"
"chr17","Cufflinks","exon",30484661,30486124,".","+",".","XLOC_027196","TCONS_00068292","=",1,"Gm9874","ENSMUST00000194957.1","ENSMUST00000194957.1","TSS43838"
"chr1","Cufflinks","exon",25830657,25831878,".","+",".","XLOC_000386","TCONS_00000991","=",1,"Gm9884","ENSMUST00000194343.1","ENSMUST00000194343.1","TSS549"
"chr7","Cufflinks","exon",78578830,78581034,".","+",".","XLOC_057656","TCONS_00150742","=",1,"Gm9885","ENSMUST00000186234.1","ENSMUST00000064591.4","TSS95378"
"chr9","Cufflinks","exon",114781689,114782257,".","+",".","XLOC_066883","TCONS_00176235","=",3,"Gm9888","ENSMUST00000150678.1","ENSMUST00000150678.1","TSS111108"
"chr3","Cufflinks","exon",115715150,115716728,".","+",".","XLOC_040583","TCONS_00103354","=",1,"Gm9889","ENSMUST00000064809.6","ENSMUST00000064809.6","TSS66103"
"chr1","Cufflinks","exon",30719447,30719962,".","-",".","XLOC_003150","TCONS_00008063","=",2,"Gm9898","ENSMUST00000065469.2","ENSMUST00000065469.2","TSS4977"
"chr5","Cufflinks","exon",30579448,30579550,".","-",".","XLOC_050177","TCONS_00130061","=",2,"Gm9899","ENSMUST00000200563.1","ENSMUST00000199326.1","TSS82712"
"chr7","Cufflinks","exon",121033252,121035096,".","-",".","XLOC_061230","TCONS_00161199","=",1,"Gm9905","ENSMUST00000065740.2","ENSMUST00000065740.2","TSS101784"
"chr11","Cufflinks","exon",105943704,105945253,".","+",".","XLOC_010143","TCONS_00027460","=",1,"Gm9910","ENSMUST00000195385.1","ENSMUST00000195385.1","TSS17052"
"chr1","Cufflinks","exon",42229726,42231108,".","+",".","XLOC_000544","TCONS_00001466","=",1,"Gm9915","ENSMUST00000066196.1","ENSMUST00000066196.1","TSS839"
"chr9","Cufflinks","exon",107558809,107563913,".","-",".","XLOC_068345","TCONS_00180429","=",1,"Gm9917","ENSMUST00000180865.2","ENSMUST00000180865.2","TSS113708"
"chr15","Cufflinks","exon",102272698,102274121,".","+",".","XLOC_023116","TCONS_00057908","=",2,"Gm9918","ENSMUST00000181801.1","ENSMUST00000181801.1","TSS37151"
"chr12","Cufflinks","exon",45437414,45441698,".","+",".","XLOC_013029","TCONS_00035343","=",2,"Gm9921","ENSMUST00000173293.1","ENSMUST00000173293.1","TSS22247"
"chr5","Cufflinks","exon",31094984,31097294,".","+",".","XLOC_048050","TCONS_00124036","=",1,"Gm9924","ENSMUST00000192760.1","ENSMUST00000192760.1","TSS78912"
"chr1","Cufflinks","exon",170855192,170855203,".","+",".","XLOC_002386","TCONS_00006024","o",1,"Gm9929","ENSMUST00000171747.1","CUFF.2117.1","TSS3745"
"chr1","Cufflinks","exon",147232326,147232346,".","+",".","XLOC_002100","TCONS_00005190","x",1,"Gm9931","ENSMUST00000193584.1","CUFF.1764.1","TSS3251"
"chr5","Cufflinks","exon",100196611,100196715,".","+",".","XLOC_048923","TCONS_00126402","=",1,"Gm9932","ENSMUST00000194154.1","ENSMUST00000194154.1","TSS80396"
"chr7","Cufflinks","exon",93061338,93062082,".","+",".","XLOC_057892","TCONS_00151373","x",1,"Gm9934","ENSMUST00000098303.1","CUFF.48692.1","TSS95776"
"chr8","Cufflinks","exon",34967515,34967727,".","+",".","XLOC_062208","TCONS_00164297","=",3,"Gm9939","ENSMUST00000067161.5","ENSMUST00000210603.1","TSS103586"
"chr6","Cufflinks","exon",117571115,117572329,".","+",".","XLOC_053569","TCONS_00139745","=",3,"Gm9946","ENSMUST00000008011.7","ENSMUST00000162741.7","TSS88705"
"chr1","Cufflinks","exon",14756197,14756237,".","+",".","XLOC_000289","TCONS_00000624","=",2,"Gm9947","ENSMUST00000187401.1","ENSMUST00000187401.1","TSS401"
"chr8","Cufflinks","exon",34055412,34057046,".","+",".","XLOC_062196","TCONS_00164254","=",2,"Gm9951","ENSMUST00000139529.1","ENSMUST00000149618.1","TSS103571"
"chr5","Cufflinks","exon",63646170,63650894,".","-",".","XLOC_050501","TCONS_00131032","=",1,"Gm9954","ENSMUST00000198686.1","ENSMUST00000198686.1","TSS83310"
"chr7","Cufflinks","exon",57403912,57404025,".","+",".","XLOC_057399","TCONS_00150143","=",2,"Gm9962","ENSMUST00000186595.1","ENSMUST00000085241.5","TSS94980"
"chr7","Cufflinks","exon",126774965,126776818,".","-",".","XLOC_061301","TCONS_00161476","=",1,"Gm9967","ENSMUST00000205660.1","ENSMUST00000068836.4","TSS101943"
"chr16","Cufflinks","exon",43363563,43363666,".","-",".","XLOC_026214","TCONS_00065526","=",3,"Gm9968","ENSMUST00000147504.1","ENSMUST00000147504.1","TSS42137"
"chr3","Cufflinks","exon",81921268,81924463,".","-",".","XLOC_041999","TCONS_00107012","=",1,"Gm9989","ENSMUST00000193125.1","ENSMUST00000069880.2","TSS68316"
"chr1","Cufflinks","exon",90675161,90675466,".","+",".","XLOC_001384","TCONS_00003613","=",1,"Gm9991","ENSMUST00000070048.3","ENSMUST00000070048.3","TSS2181"
"chr13","Cufflinks","exon",12619766,12621408,".","-",".","XLOC_017315","TCONS_00044831","j",2,"Gpr137b-ps","ENSMUST00000181570.1","CUFF.11394.2","TSS28380"
"chr2","Cufflinks","exon",25291220,25291342,".","+",".","XLOC_034030","TCONS_00084578","=",1,"Grin1os","ENSMUST00000129723.1","ENSMUST00000129723.1","TSS54505"
"chr10","Cufflinks","exon",119847175,119847386,".","-",".","XLOC_008241","TCONS_00022214","=",1,"Grip1os1","ENSMUST00000126965.1","ENSMUST00000135940.1","TSS13656"
"chr10","Cufflinks","exon",119746063,119746598,".","-",".","XLOC_008240","TCONS_00022212","=",1,"Grip1os2","ENSMUST00000153898.1","ENSMUST00000153898.1","TSS13654"
"chr10","Cufflinks","exon",119454681,119454877,".","-",".","XLOC_008238","TCONS_00022210","=",2,"Grip1os3","ENSMUST00000154566.1","ENSMUST00000146294.1","TSS13652"
"chr2","Cufflinks","exon",155591131,155591311,".","+",".","XLOC_036123","TCONS_00089958","=",1,"Gssos2","ENSMUST00000130859.1","ENSMUST00000130859.1","TSS58007"
"chr6","Cufflinks","exon",113071294,113071435,".","-",".","XLOC_055553","TCONS_00144715","=",2,"Gt(ROSA)26Sor","ENSMUST00000167415.7","ENSMUST00000133467.2","TSS91796"
"chr7","Cufflinks","exon",142576203,142576330,".","-",".","XLOC_061613","TCONS_00162576","=",2,"H19","ENSMUST00000136359.7","ENSMUST00000152754.7","TSS102563"
"chr1","Cufflinks","exon",180813784,180816688,".","+",".","XLOC_002602","TCONS_00006668","=",1,"H3f3aos","ENSMUST00000159740.1","ENSMUST00000097448.2","TSS4121"
"chr2","Cufflinks","exon",74748422,74750506,".","-",".","XLOC_037525","TCONS_00094494","=",1,"Haglr","ENSMUST00000100000.2","ENSMUST00000100000.2","TSS60775"
"chr15","Cufflinks","exon",56693955,56694077,".","+",".","XLOC_022346","TCONS_00055984","j",2,"Has2os","ENSMUST00000125401.7","CUFF.17830.4","TSS35898"
"chr10","Cufflinks","exon",62349487,62350527,".","+",".","XLOC_005885","TCONS_00016008","=",2,"Hk1os","ENSMUST00000123457.1","CUFF.3583.1","TSS9764"
"chr8","Cufflinks","exon",85994245,85996642,".","+",".","XLOC_062905","TCONS_00166284","=",1,"Hm629797","ENSMUST00000183645.1","ENSMUST00000183645.1","TSS104719"
"chr4","Cufflinks","exon",128262891,128262990,".","+",".","XLOC_045126","TCONS_00115233","=",3,"Hmgb4os","ENSMUST00000131581.1","ENSMUST00000131581.1","TSS73507"
"chr5","Cufflinks","exon",114985749,114985885,".","+",".","XLOC_049172","TCONS_00127137","j",6,"Hnf1aos1","ENSMUST00000129609.1","CUFF.40571.4","TSS80821"
"chr2","Cufflinks","exon",163493807,163494158,".","-",".","XLOC_038779","TCONS_00098029","=",1,"Hnf4aos","ENSMUST00000141329.7","ENSMUST00000128896.7","TSS62967"
"chr5","Cufflinks","exon",77094532,77095983,".","+",".","XLOC_048640","TCONS_00125680","=",1,"Hopxos","ENSMUST00000148568.1","ENSMUST00000148568.1","TSS79978"
"chr15","Cufflinks","exon",102944062,102945831,".","-",".","XLOC_024333","TCONS_00060928","=",1,"Hotair","ENSMUST00000151949.4","ENSMUST00000151949.4","TSS39171"
"chr11","Cufflinks","exon",96345481,96346698,".","-",".","XLOC_011762","TCONS_00032132","=",1,"Hoxb3os","ENSMUST00000147410.3","ENSMUST00000131275.2","TSS20115"
"chr11","Cufflinks","exon",96304982,96305081,".","-",".","XLOC_011760","TCONS_00032129","=",2,"Hoxb5os","ENSMUST00000150698.1","ENSMUST00000140952.1","TSS20111"
"chr2","Cufflinks","exon",74713126,74714401,".","-",".","XLOC_037524","TCONS_00094493","=",1,"Hoxd3os1","ENSMUST00000132326.1","ENSMUST00000139005.1","TSS60774"
"chr19","Cufflinks","exon",38051774,38054528,".","-",".","XLOC_033154","TCONS_00082708","=",1,"I830134H01Rik","ENSMUST00000181592.1","ENSMUST00000181592.1","TSS53230"
"chr11","Cufflinks","exon",115406586,115407436,".","-",".","XLOC_012158","TCONS_00033401","=",1,"Ict1os","ENSMUST00000125653.1","ENSMUST00000125653.1","TSS20927"
"chr14","Cufflinks","exon",57510696,57510835,".","-",".","XLOC_021272","TCONS_00053711","=",2,"Ift88os","ENSMUST00000149702.1","ENSMUST00000149702.1","TSS34347"
"chr10","Cufflinks","exon",87862973,87863381,".","-",".","XLOC_007906","TCONS_00021373","j",3,"Igf1os","ENSMUST00000139652.1","CUFF.4519.2","TSS13123"
"chr7","Cufflinks","exon",142660548,142660695,".","+",".","XLOC_058847","TCONS_00154390","=",2,"Igf2os","ENSMUST00000141681.1","ENSMUST00000141551.1","TSS97607"
"chr2","Cufflinks","exon",129373070,129373169,".","+",".","XLOC_035544","TCONS_00088594","j",3,"Il1bos","ENSMUST00000156601.1","CUFF.30865.3","TSS57156"
"chr2","Cufflinks","exon",118745758,118748810,".","+",".","XLOC_035374","TCONS_00087966","=",1,"Inafm2","ENSMUST00000149978.1","ENSMUST00000149978.1","TSS56787"
"chr1","Cufflinks","exon",63156958,63158290,".","+",".","XLOC_000886","TCONS_00002299","=",4,"Ino80dos","ENSMUST00000186436.1","ENSMUST00000138611.7","TSS1368"
"chr17","Cufflinks","exon",27099658,27100154,".","-",".","XLOC_028393","TCONS_00071636","=",1,"Itpr3os","ENSMUST00000143605.1","ENSMUST00000143605.1","TSS45873"
"chrX","Cufflinks","exon",103499856,103501939,".","+",".","XLOC_069727","TCONS_00183965","o",2,"Jpx","ENSMUST00000181020.8","CUFF.58030.1","TSS115873"
"chr4","Cufflinks","exon",95081647,95082126,".","+",".","XLOC_044505","TCONS_00113415","o",1,"Junos","ENSMUST00000125438.7","CUFF.37461.1","TSS72385"
"chr4","Cufflinks","exon",98796009,98796086,".","+",".","XLOC_044583","TCONS_00113579","=",2,"Kank4os","ENSMUST00000133455.1","ENSMUST00000133455.1","TSS72504"
"chrX","Cufflinks","exon",152315312,152315419,".","-",".","XLOC_071784","TCONS_00189319","=",1,"Kantr","ENSMUST00000181635.7","ENSMUST00000141922.7","TSS118966"
"chr6","Cufflinks","exon",95114017,95114403,".","-",".","XLOC_055318","TCONS_00144230","=",1,"Kbtbd8os","ENSMUST00000135145.1","ENSMUST00000135145.1","TSS91465"
"chr11","Cufflinks","exon",69329825,69330176,".","-",".","XLOC_011247","TCONS_00030666","=",1,"Kcnab3os","ENSMUST00000136196.1","ENSMUST00000136196.1","TSS19149"
"chr3","Cufflinks","exon",105452553,105452955,".","-",".","XLOC_042444","TCONS_00108316","j",4,"Kcnd3os","ENSMUST00000143893.1","CUFF.38238.2","TSS69156"
